,eventID,year,longitude,latitude,magnitude
99887,10099888,1982,101.3375,34.0238,4.52
99989,10099990,1982,99.9869,26.4257,4.63
100098,10100099,1982,96.5237,30.1124,4.74
100177,10100178,1982,106.9134,52.4193,4.84
100223,10100224,1982,104.1426,53.8043,4.83
100255,10100256,1982,99.9597,26.6113,4.74
100265,10100266,1982,99.8077,26.4212,4.74
100274,10100275,1982,89.642,48.8533,5.16
100549,10100550,1982,89.2622,27.0391,4.84
100559,10100560,1982,104.3665,26.236,4.09
100592,10100593,1982,92.2337,25.1619,4.84
100680,10100681,1982,93.774,12.2753,4.74
100743,10100744,1982,96.7012,25.3822,5.08
100746,10100747,1982,91.4601,25.3847,5.28
100814,10100815,1982,95.9296,22.9206,5.08
100876,10100877,1982,98.5035,45.2725,4.71
100971,10100972,1982,95.308,25.9331,5.28
101084,10101085,1982,95.9405,22.8783,5.06
101103,10101104,1982,91.2682,25.1516,5.17
101183,10101184,1982,91.7983,64.3314,4.53
101200,10101201,1982,100.5006,29.7116,4.63
101201,10101202,1982,93.058,12.2831,4.84
101310,10101311,1982,88.3705,35.1773,5.02
101319,10101320,1982,111.0436,56.1128,4.52
101381,10101382,1982,94.3965,23.4241,4.84
101399,10101400,1982,111.0273,56.1211,4.84
101400,10101401,1982,100.0121,26.3085,5.24
101537,10101538,1982,101.9995,20.9493,4.84
101656,10101657,1982,106.0847,37.8961,4.63
101701,10101702,1982,95.1707,29.767,5.39
101703,10101704,1982,89.1664,85.3726,4.74
101720,10101721,1982,105.9962,23.8687,5.23
101724,10101725,1982,106.1616,23.8142,3.98
101784,10101785,1982,95.2271,12.3933,4.41
101987,10101988,1982,94.5651,22.0561,4.74
102043,10102044,1982,91.7531,26.3755,5.06
102155,10102156,1982,94.8699,27.7795,5.08
102207,10102208,1982,94.5922,22.2296,4.52
102242,10102243,1982,104.3005,21.0146,4.3
102255,10102256,1982,102.401,26.0816,4.3
102271,10102272,1982,101.3904,51.7357,4.74
102281,10102282,1982,101.5222,51.5521,3.98
102312,10102313,1982,101.4029,51.4936,4.52
102326,10102327,1982,95.858,85.1855,4.84
102339,10102340,1982,109.7163,40.779,4.52
102346,10102347,1982,100.0141,25.8619,5.17
102379,10102380,1982,95.151,28.9948,4.84
102407,10102408,1982,94.4793,24.5206,5.06
102411,10102412,1982,94.6878,24.8324,5.06
102461,10102462,1982,95.9982,25.7148,4.95
102490,10102491,1982,95.1471,24.9552,4.63
102574,10102575,1982,100.964,30.9081,5.26
102674,10102675,1982,96.375,26.3972,4.63
102694,10102695,1982,103.5156,30.7169,4.09
102736,10102737,1982,100.9918,22.4019,5.49
102737,10102738,1982,99.4859,25.647,5.17
102789,10102790,1982,91.6912,26.0091,5.17
102794,10102795,1982,91.6557,26.2502,4.84
102826,10102827,1982,99.3977,26.4368,4.41
102833,10102834,1983,94.0695,23.9176,4.3
102872,10102873,1983,94.4486,24.2327,5.39
102981,10102982,1983,102.1798,19.7054,4.19
103001,10103002,1983,96.995,26.9017,5.28
103012,10103013,1983,96.7965,26.7171,4.74
103044,10103045,1983,95.0289,24.6681,5.71
103046,10103047,1983,95.8578,29.0772,4.83
103132,10103133,1983,107.0804,40.3307,4.84
103217,10103218,1983,91.3634,25.4614,5.06
103358,10103359,1983,93.603,12.993,6.76
103363,10103364,1983,96.4249,26.3973,5.06
103430,10103431,1983,94.6127,36.6427,5.06
103460,10103461,1983,94.238,24.0132,4.63
103462,10103463,1983,88.1016,33.1801,4.41
103489,10103490,1983,95.0446,24.7205,5.28
103533,10103534,1983,92.837,26.887,5.49
103567,10103568,1983,94.5507,23.9376,4.19
103662,10103663,1983,109.5697,40.4179,4.3
103705,10103706,1983,109.5484,40.5727,4.41
103731,10103732,1983,105.9676,23.7332,4.63
103814,10103815,1983,103.8885,25.4771,5.14
103876,10103877,1983,92.945,12.901,5.2
104035,10104036,1983,96.028,28.618,5.39
104096,10104097,1983,93.8928,22.8348,4.95
104206,10104207,1983,104.184,31.558,4.95
104365,10104366,1983,103.407,30.892,4.52
104527,10104528,1983,106.7961,43.8402,4.95
104594,10104595,1983,92.5675,34.165,4.74
104682,10104683,1983,96.3595,15.1447,4.52
104684,10104685,1983,93.6933,21.8627,4.63
104756,10104757,1983,96.7942,26.4586,4.52
104787,10104788,1983,104.3344,26.1696,5.17
104802,10104803,1983,94.4995,19.9457,4.52
104894,10104895,1983,104.1678,38.4904,4.96
104959,10104960,1983,93.4061,25.6098,4.95
104960,10104961,1983,94.4823,22.8556,4.84
105002,10105003,1983,99.0955,14.9165,5.2
105005,10105006,1983,99.317,15.0152,4.41
105049,10105050,1983,94.3563,22.0298,5.07
105053,10105054,1983,95.4515,12.4882,4.41
105067,10105068,1983,109.5175,42.7288,4.74
105111,10105112,1983,99.096,14.802,5.81
105113,10105114,1983,99.0944,14.9138,4.98
105136,10105137,1983,99.1389,14.9677,5.14
105138,10105139,1983,99.0374,14.9807,4.74
105204,10105205,1983,99.4879,15.1064,4.3
105229,10105230,1983,99.1321,14.8962,4.84
105264,10105265,1983,99.4807,34.1502,4.09
105276,10105277,1983,96.7086,25.6474,4.52
105287,10105288,1983,92.2392,25.0907,4.52
105364,10105365,1983,88.313,41.6272,4.74
105385,10105386,1983,96.9138,20.8713,5.06
105436,10105437,1983,94.7583,22.8947,4.84
105623,10105624,1983,99.977,39.0239,4.77
105713,10105714,1983,100.8228,24.7542,4.95
105745,10105746,1983,100.7648,23.4623,3.87
105772,10105773,1983,95.6041,37.7214,4.41
105843,10105844,1983,101.1257,22.5473,5.06
105883,10105884,1983,105.1685,41.9436,4.74
105902,10105903,1983,101.2676,22.4682,5.28
105955,10105956,1983,96.474,17.8311,5.26
106022,10106023,1983,88.5532,43.8697,5.39
106077,10106078,1983,103.3407,27.1023,5.02
106248,10106249,1983,93.4778,46.5258,4.84
106250,10106251,1983,95.5552,18.5692,4.41
106258,10106259,1983,92.9193,34.2166,5.63
106285,10106286,1983,95.6178,26.0326,4.95
106450,10106451,1983,103.431,21.77,6.24
106453,10106454,1983,103.372,21.8129,4.74
106455,10106456,1983,102.5783,21.3634,6.96
106464,10106465,1983,103.4038,21.7138,5.06
106468,10106469,1983,103.489,21.6047,4.19
106494,10106495,1983,103.3097,21.7201,4.3
106504,10106505,1983,93.8672,23.0558,5.28
106641,10106642,1983,103.5076,21.6245,4.41
106723,10106724,1983,89.882,39.5314,4.52
106724,10106725,1983,94.737,34.318,4.63
106748,10106749,1983,93.4803,12.3262,4.95
106832,10106833,1983,99.573,16.0403,4.09
106840,10106841,1983,103.4356,21.7571,5.3
106850,10106851,1983,102.0438,29.8207,4.95
106897,10106898,1983,99.0145,15.1522,5.39
107076,10107077,1983,91.2511,25.3698,4.96
107175,10107176,1983,99.1479,38.6129,5.39
107176,10107177,1983,98.9409,38.6492,4.96
107248,10107249,1983,97.0208,30.1669,4.95
107289,10107290,1983,98.5434,21.7637,3.98
107350,10107351,1983,95.9977,32.6213,4.3
107440,10107441,1983,93.0104,34.2191,4.63
107459,10107460,1983,108.0777,32.1286,5.17
107519,10107520,1983,90.9887,31.4478,4.52
107609,10107610,1983,94.4335,22.7303,5.06
107645,10107646,1983,95.1203,24.5459,5.19
107659,10107660,1983,101.8815,35.4911,4.63
107707,10107708,1983,93.8557,85.3494,5.14
107727,10107728,1983,96.8365,27.524,4.3
107739,10107740,1983,99.3019,14.8944,4.41
107745,10107746,1983,94.684,24.986,5.69
107865,10107866,1983,96.6098,25.3731,4.41
107994,10107995,1983,91.0211,32.0107,4.89
108035,10108036,1983,94.7883,23.0514,5.06
108077,10108078,1983,103.7453,31.1724,4.3
108101,10108102,1983,93.0861,20.5768,4.84
108116,10108117,1983,95.1169,24.7702,5.17
108243,10108244,1983,92.5165,28.047,5.28
108296,10108297,1983,88.721,41.526,4.96
108459,10108460,1983,90.3075,29.5102,4.74
108483,10108484,1983,102.7542,30.3719,4.95
108494,10108495,1983,99.9896,22.313,5.49
108513,10108514,1983,94.38,22.0046,5.26
108519,10108520,1983,94.1422,37.8018,4.52
108521,10108522,1983,94.4243,24.8904,5.06
108584,10108585,1983,94.0696,13.4692,4.84
108729,10108730,1983,89.935,33.801,5.57
108925,10108926,1983,96.11,26.115,5.39
108955,10108956,1983,91.7328,25.1483,4.63
108996,10108997,1983,98.3893,51.2904,4.95
109001,10109002,1983,96.0502,32.6565,4.63
109042,10109043,1983,107.1399,53.1001,4.95
109241,10109242,1983,94.2606,22.6904,4.41
109358,10109359,1983,106.7186,29.4142,4.3
109365,10109366,1983,100.596,38.9937,4.63
109383,10109384,1983,103.9205,12.8754,4.19
109407,10109408,1983,95.5434,12.623,5.17
109409,10109410,1983,95.828,12.2893,5.39
109410,10109411,1983,95.325,12.661,5.06
109411,10109412,1983,95.3978,12.412,4.63
109412,10109413,1983,95.457,12.803,5.14
109413,10109414,1983,95.204,12.664,5.17
109414,10109415,1983,95.4155,12.878,5.17
109415,10109416,1983,95.4955,12.8321,5.17
109416,10109417,1983,95.3981,12.7155,5.28
109417,10109418,1983,95.514,12.882,5.26
109418,10109419,1983,95.428,12.822,5.06
109419,10109420,1983,95.5506,12.7321,4.84
109420,10109421,1983,95.3726,12.8651,5.28
109421,10109422,1983,95.233,12.699,5.06
109422,10109423,1983,95.537,12.785,5.17
109423,10109424,1983,95.7064,12.7851,4.84
109424,10109425,1983,95.2874,12.7116,5.28
109425,10109426,1983,95.638,12.632,5.51
109426,10109427,1983,95.456,12.695,5.5
109427,10109428,1983,95.6013,12.7038,5.28
109428,10109429,1983,95.5327,12.8211,5.49
109429,10109430,1983,95.4448,12.6406,4.84
109430,10109431,1983,95.4134,12.4687,4.84
109431,10109432,1983,95.5089,12.7977,5.49
109432,10109433,1983,95.463,12.835,5.17
109434,10109435,1983,95.5096,12.8157,5.39
109435,10109436,1983,95.7102,12.965,4.95
109436,10109437,1983,95.4215,12.8977,4.84
109437,10109438,1983,95.4283,12.7866,4.74
109439,10109440,1983,95.392,12.823,5.17
109440,10109441,1983,95.4777,12.8169,4.84
109442,10109443,1983,95.3469,12.6083,4.84
109444,10109445,1983,95.5867,12.6824,4.95
109445,10109446,1983,95.44,12.7595,5.17
109447,10109448,1983,95.5442,12.8197,5.28
109454,10109455,1983,95.4564,12.8679,5.6
109455,10109456,1983,95.6647,12.7157,5.06
109457,10109458,1983,95.9133,12.6594,4.63
109459,10109460,1983,95.5259,12.8105,4.41
109460,10109461,1983,95.4307,12.6807,5.06
109462,10109463,1983,95.4507,13.0568,4.09
109467,10109468,1983,95.6569,12.854,4.84
109473,10109474,1983,95.6248,12.5139,4.74
109476,10109477,1983,95.6251,12.5069,5.71
109508,10109509,1983,95.4879,12.8868,5.33
109517,10109518,1983,95.9514,13.1411,4.95
109568,10109569,1983,95.4694,12.5579,4.74
109570,10109571,1983,95.712,12.7485,5.06
109598,10109599,1983,91.2629,37.9602,5.06
109606,10109607,1983,95.576,12.8,4.95
109799,10109800,1984,102.165,37.98,5.2
109816,10109817,1984,92.8008,45.4295,5.17
109822,10109823,1984,94.4919,21.542,4.74
109828,10109829,1984,94.0234,44.7544,4.52
109947,10109948,1984,91.2443,38.1595,4.52
109963,10109964,1984,94.662,19.705,5.49
109966,10109967,1984,96.355,28.672,4.95
110017,10110018,1984,95.0536,28.8602,4.63
110052,10110053,1984,96.373,50.576,5.2
110057,10110058,1984,94.4702,24.0014,4.63
110060,10110061,1984,95.5217,12.8985,3.87
110061,10110062,1984,95.4525,12.8277,4.19
110062,10110063,1984,95.5537,12.7248,4.63
110064,10110065,1984,95.352,12.621,5.17
110066,10110067,1984,95.38,12.693,5.17
110068,10110069,1984,96.381,28.591,5.2
110070,10110071,1984,95.357,12.68,4.95
110072,10110073,1984,95.316,12.702,5.08
110076,10110077,1984,95.6821,12.7799,5.49
110078,10110079,1984,95.5146,12.9051,5.06
110079,10110080,1984,95.4659,12.7703,5.17
110096,10110097,1984,96.582,30.256,5.39
110145,10110146,1984,95.5029,30.1529,4.95
110182,10110183,1984,109.1975,53.3913,5.39
110248,10110249,1984,95.7215,13.0107,5.28
110282,10110283,1984,99.8408,29.9077,4.52
110319,10110320,1984,94.7076,22.7162,4.95
110431,10110432,1984,94.2138,24.1855,4.41
110519,10110520,1984,100.7678,37.6941,5.2
110563,10110564,1984,97.6246,39.5499,3.87
110574,10110575,1984,94.7909,24.9938,5.28
110594,10110595,1984,95.7015,28.9625,4.74
110598,10110599,1984,96.928,85.0292,5.02
110606,10110607,1984,95.4753,85.1058,4.74
110718,10110719,1984,94.5669,22.1774,4.95
110776,10110777,1984,101.5936,22.2451,4.84
110808,10110809,1984,94.64,24.506,5.46
110876,10110877,1984,104.9877,33.4949,4.41
111083,10111084,1984,93.2954,26.7559,5.28
111090,10111091,1984,93.441,12.85,5.28
111313,10111314,1984,95.9484,13.8268,4.74
111339,10111340,1984,100.4987,23.7923,4.95
111383,10111384,1984,102.1997,37.844,4.74
111394,10111395,1984,101.2207,22.5923,4.95
111430,10111431,1984,92.5034,13.6573,4.52
111484,10111485,1984,95.7422,13.1766,5.06
111689,10111690,1984,99.213,21.999,5.91
111692,10111693,1984,99.0568,21.9121,4.52
111693,10111694,1984,99.344,21.9607,5.49
111720,10111721,1984,95.6982,26.0261,5.28
111872,10111873,1984,95.9798,28.972,3.98
111894,10111895,1984,93.529,24.185,5.99
111905,10111906,1984,94.5672,24.8732,4.63
111937,10111938,1984,94.3896,20.2986,5.17
111961,10111962,1984,100.5683,26.5799,4.09
111970,10111971,1984,99.9145,45.0329,4.63
112073,10112074,1984,94.9601,24.7152,4.63
112146,10112147,1984,91.5078,23.6573,5.26
112167,10112168,1984,94.4759,15.5951,4.74
112175,10112176,1984,102.7693,39.9182,4.84
112281,10112282,1984,101.9395,44.6127,5.76
112430,10112431,1984,90.2116,38.1292,4.63
112444,10112445,1984,92.605,26.914,4.74
112461,10112462,1984,102.7821,25.6829,4.3
112511,10112512,1984,96.4209,36.9492,4.77
112527,10112528,1984,92.5812,19.6531,5.17
112647,10112648,1984,94.3469,22.9438,4.3
112872,10112873,1984,92.7407,25.7997,4.84
112890,10112891,1984,94.8236,24.8137,5.06
112909,10112910,1984,94.3279,24.8076,4.74
112913,10112914,1984,94.0482,12.2712,4.74
112995,10112996,1984,95.2248,12.222,4.63
113007,10113008,1984,106.3006,29.1171,4.19
113134,10113135,1984,93.0191,12.8385,4.95
113245,10113246,1984,95.8564,26.0167,4.19
113308,10113309,1984,92.9595,34.2257,4.63
113449,10113450,1984,94.3206,23.4737,5.06
113462,10113463,1984,101.2161,49.1647,4.84
113467,10113468,1984,88.0185,32.1411,5.06
113814,10113815,1984,96.1504,35.6354,4.84
113930,10113931,1984,93.1817,41.1373,5.17
114004,10114005,1984,91.0831,30.4269,4.3
114148,10114149,1984,100.0422,26.5321,4.3
114161,10114162,1984,93.5843,24.647,5.06
114300,10114301,1984,92.1471,26.4942,5.39
114434,10114435,1984,94.3392,23.0377,4.63
114452,10114453,1984,95.9232,13.3078,4.63
114453,10114454,1984,96.3534,13.4705,4.52
114471,10114472,1984,91.5072,25.4363,5.28
114520,10114521,1984,88.5834,31.0023,4.63
114539,10114540,1984,93.4417,25.3725,4.84
114569,10114570,1984,95.882,15.6042,5.39
114610,10114611,1984,97.2212,24.6262,5.17
114714,10114715,1984,105.4818,42.1486,4.95
114826,10114827,1984,94.4991,24.0275,4.74
114847,10114848,1984,95.9979,13.7559,4.52
114892,10114893,1984,107.2814,84.347,5.33
114997,10114998,1984,106.4472,38.1165,4.63
115053,10115054,1984,89.1837,30.1785,4.52
115140,10115141,1984,94.6422,22.2397,4.63
115307,10115308,1984,93.3124,12.418,5.28
115332,10115333,1984,102.4778,23.0599,4.09
115360,10115361,1984,103.6933,28.6908,4.95
115370,10115371,1984,94.1791,24.0397,4.41
115421,10115422,1984,95.1957,22.0923,4.63
115437,10115438,1984,92.7213,26.7229,4.84
115543,10115544,1984,96.4909,25.4171,5.08
115601,10115602,1984,106.5021,37.9801,5.2
115607,10115608,1984,94.3362,20.165,4.63
115621,10115622,1984,98.508,52.5922,5.02
115631,10115632,1984,97.0991,33.4919,4.3
115682,10115683,1984,89.0125,31.8059,4.84
115689,10115690,1984,97.047,26.62,5.66
115698,10115699,1984,95.0201,24.6123,4.95
115758,10115759,1984,96.6577,33.0913,4.95
115786,10115787,1984,96.9525,26.7269,4.74
115797,10115798,1984,96.8382,27.4115,5.39
115798,10115799,1984,96.697,27.5131,4.74
115835,10115836,1984,96.4435,33.0535,4.63
115870,10115871,1984,102.7196,37.177,4.95
115899,10115900,1984,94.836,24.3264,4.52
115907,10115908,1984,100.1543,44.9713,4.19
115916,10115917,1984,109.0147,53.6926,5.57
116118,10116119,1984,88.2178,41.6243,4.96
116239,10116240,1984,93.0989,21.0679,4.52
116429,10116430,1984,92.914,24.713,6.02
116659,10116660,1985,91.9576,27.1404,5.39
116662,10116663,1985,91.77,27.2041,4.84
116685,10116686,1985,106.3837,38.0973,4.09
116717,10116718,1985,90.6857,14.1432,5.25
116782,10116783,1985,91.8959,27.1317,4.84
116860,10116861,1985,104.4236,39.3633,4.21
116882,10116883,1985,95.2538,32.8754,5.39
116884,10116885,1985,95.2081,32.912,4.32
116930,10116931,1985,101.1487,23.1168,4.44
117008,10117009,1985,94.3758,24.6968,5.14
117077,10117078,1985,94.5208,23.3219,4.9
117171,10117172,1985,101.2976,23.8972,4.32
117191,10117192,1985,99.023,14.5624,4.41
117227,10117228,1985,94.5369,25.4222,4.67
117247,10117248,1985,102.6233,29.546,4.3
117324,10117325,1985,89.1489,49.9762,4.9
117332,10117333,1985,96.3331,18.6272,5.08
117386,10117387,1985,95.882,16.3637,3.98
117388,10117389,1985,96.4982,32.99,4.9
117470,10117471,1985,95.2415,25.5401,4.9
117482,10117483,1985,106.3549,38.0393,4.21
117524,10117525,1985,104.6864,29.0998,4.44
117551,10117552,1985,96.0449,28.3495,5.6
117600,10117601,1985,94.7469,28.9734,4.09
117604,10117605,1985,111.0084,55.6757,4.74
117750,10117751,1985,92.3839,50.767,4.67
117820,10117821,1985,94.6051,23.7365,4.52
117844,10117845,1985,94.0832,27.7187,5.39
117868,10117869,1985,104.8674,33.0911,4.19
117982,10117983,1985,107.074,52.7952,5.45
118006,10118007,1985,94.9863,29.7704,4.09
118088,10118089,1985,101.4152,27.0239,4.32
118185,10118186,1985,101.57,20.773,5.33
118323,10118324,1985,104.958,29.352,5.02
118325,10118326,1985,104.9226,29.2853,4.09
118327,10118328,1985,104.9384,29.2942,4.41
118329,10118330,1985,105.0615,29.3631,4.52
118349,10118350,1985,93.84,32.9073,5.02
118396,10118397,1985,94.4619,24.3064,4.44
118410,10118411,1985,96.166,19.167,4.9
118469,10118470,1985,100.779,51.494,5.26
118474,10118475,1985,92.5249,28.4171,4.44
118553,10118554,1985,100.324,44.9076,4.67
118565,10118566,1985,101.946,44.3099,4.67
118650,10118651,1985,103.974,35.2271,3.51
118677,10118678,1985,95.985,24.001,5.14
118696,10118697,1985,102.835,25.928,5.74
118697,10118698,1985,102.9195,25.8217,4.56
118700,10118701,1985,103.0098,25.7966,4.32
118705,10118706,1985,102.9909,25.7608,4.44
118775,10118776,1985,97.3526,39.9972,4.09
118808,10118809,1985,96.035,26.149,5.26
118864,10118865,1985,96.0991,25.8755,4.3
118948,10118949,1985,103.0086,25.7292,4.19
119119,10119120,1985,94.2703,22.039,4.52
119329,10119330,1985,95.2622,25.2976,4.19
119470,10119471,1985,88.4819,27.6301,4.84
119505,10119506,1985,89.3271,39.0561,4.09
119562,10119563,1985,103.842,28.8154,4.21
119564,10119565,1985,102.4293,29.5012,4.21
119565,10119566,1985,98.269,30.92,5.2
119646,10119647,1985,97.1007,36.9453,4.83
119777,10119778,1985,96.2104,26.8744,5.14
119804,10119805,1985,102.5482,21.9435,4.32
119966,10119967,1985,90.1972,25.6492,4.79
120076,10120077,1985,104.3374,33.9723,5.08
120157,10120158,1985,104.6015,33.9898,4.32
120164,10120165,1985,89.9713,34.5297,4.79
120347,10120348,1985,99.6447,21.7453,4.63
120559,10120560,1985,97.306,19.253,5.33
120589,10120590,1985,95.2567,32.032,4.19
120600,10120601,1985,92.6961,32.6371,3.98
120612,10120613,1985,94.772,30.343,5.02
120622,10120623,1985,94.9135,30.3767,4.79
120645,10120646,1985,94.8592,30.2866,4.67
120662,10120663,1985,94.7776,30.3751,4.41
120664,10120665,1985,94.807,30.356,4.67
120668,10120669,1985,94.2266,29.9693,4.52
120714,10120715,1985,101.7696,31.9125,4.41
120761,10120762,1985,100.414,85.26,4.9
120762,10120763,1985,92.5483,32.7571,4.67
120765,10120766,1985,94.8679,30.3272,5.02
120778,10120779,1985,94.8441,30.324,5.02
120804,10120805,1985,88.6114,30.1542,4.56
120922,10120923,1985,95.194,29.196,5.69
120980,10120981,1985,95.6605,32.2716,4.96
121127,10121128,1985,95.618,36.146,5.28
121301,10121302,1985,102.6841,22.1497,4.9
121302,10121303,1985,99.4805,38.5986,4.09
121305,10121306,1985,102.6663,22.1903,5.14
121316,10121317,1985,90.306,41.676,5.26
121371,10121372,1985,95.6527,25.3081,3.75
121379,10121380,1985,97.5927,25.3339,4.56
121466,10121467,1985,97.6766,25.4482,4.83
121561,10121562,1985,102.834,25.927,4.9
121588,10121589,1985,102.794,23.702,5.39
121598,10121599,1985,102.3404,23.6144,4.21
121610,10121611,1985,107.076,52.867,4.9
121627,10121628,1985,111.7753,21.8546,4.32
121656,10121657,1985,97.662,25.353,5.52
121712,10121713,1985,93.619,14.788,5.25
121784,10121785,1985,97.7278,25.3666,4.77
122128,10122129,1985,100.1882,25.521,4.44
122282,10122283,1985,93.968,17.108,4.89
122327,10122328,1985,89.7271,27.1912,4.44
122328,10122329,1985,95.4782,32.1243,4.56
122376,10122377,1985,101.3208,27.1531,4.67
122408,10122409,1985,90.0722,50.8753,4.67
122439,10122440,1985,88.1528,37.1263,3.4
122515,10122516,1985,95.1807,24.7865,4.9
122527,10122528,1985,92.522,27.074,5.39
122530,10122531,1985,92.6216,27.189,4.67
122539,10122540,1985,100.9324,28.0778,4.09
122558,10122559,1985,97.2133,26.4981,5.28
122634,10122635,1985,104.8195,18.0098,4.79
122763,10122764,1985,92.4806,27.1975,4.79
122903,10122904,1985,92.533,27.052,5.2
122912,10122913,1985,96.8646,27.2755,4.9
122947,10122948,1985,91.5203,23.6112,5.02
122965,10122966,1985,99.4187,25.8654,4.21
123030,10123031,1985,93.9601,22.6501,4.56
123066,10123067,1985,94.6149,21.2649,4.32
123107,10123108,1985,90.7519,35.87,4.44
123364,10123365,1985,96.453,33.4582,4.21
123396,10123397,1985,95.0214,18.6555,4.56
123427,10123428,1985,94.6677,25.0609,4.32
123442,10123443,1985,105.0338,41.1061,4.44
123478,10123479,1985,97.139,26.232,5.2
123579,10123580,1985,104.9976,26.4081,4.21
123808,10123809,1985,95.7214,13.1477,4.09
123979,10123980,1985,93.2363,24.0988,4.56
124044,10124045,1985,97.2654,18.4138,5.45
124054,10124055,1985,89.7124,32.1296,5.08
124083,10124084,1985,92.0694,27.092,5.14
124224,10124225,1986,92.6255,22.4942,4.9
124308,10124309,1986,99.9745,27.7881,4.63
124333,10124334,1986,92.6918,34.0325,4.52
124340,10124341,1986,88.4265,27.3791,5.14
124358,10124359,1986,93.9591,23.3845,4.79
124461,10124462,1986,88.7185,14.1344,5.02
124558,10124559,1986,94.3135,22.7505,4.79
124590,10124591,1986,95.5637,21.1039,5.25
124666,10124667,1986,109.2904,55.6133,4.96
124682,10124683,1986,93.7707,14.8423,4.56
124687,10124688,1986,98.7334,29.5875,4.56
124762,10124763,1986,95.8971,22.8802,4.9
124770,10124771,1986,98.4152,29.7428,4.9
124773,10124774,1986,111.7521,21.6721,4.09
124947,10124948,1986,98.385,29.832,5.26
124959,10124960,1986,100.8079,44.213,3.98
124987,10124988,1986,93.006,23.921,5.41
125001,10125002,1986,93.8635,22.0627,4.32
125093,10125094,1986,94.6204,21.5202,4.79
125195,10125196,1986,91.144,25.146,5.32
125340,10125341,1986,93.2473,13.879,4.21
125367,10125368,1986,89.356,32.509,5.2
125437,10125438,1986,88.3017,34.7379,4.44
125453,10125454,1986,103.2055,21.8585,4.44
125473,10125474,1986,97.1129,26.6949,4.56
125613,10125614,1986,100.191,26.229,5.34
125616,10125617,1986,94.7016,24.4306,4.3
125715,10125716,1986,102.944,26.702,4.67
125790,10125791,1986,100.0427,26.158,4.21
125921,10125922,1986,89.1303,34.1913,4.9
126068,10126069,1986,102.8378,27.2499,4.56
126180,10126181,1986,98.8734,26.101,4.44
126326,10126327,1986,88.204,30.8053,4.56
126329,10126330,1986,96.018,33.103,5.14
126450,10126451,1986,95.7305,12.3884,5.2
126462,10126463,1986,102.8324,26.3428,4.32
126541,10126542,1986,101.6865,22.3789,4.19
126550,10126551,1986,94.72,24.397,5.14
126584,10126585,1986,95.253,25.041,4.56
126601,10126602,1986,92.166,32.148,4.9
126645,10126646,1986,89.534,47.479,5.08
126651,10126652,1986,89.611,47.425,5.06
126684,10126685,1986,94.497,22.857,5.08
126768,10126769,1986,88.2568,31.4296,4.67
127000,10127001,1986,101.2662,23.0009,4.44
127117,10127118,1986,94.449,21.66,5.02
127381,10127382,1986,111.359,75.551,4.65
127455,10127456,1986,93.2765,12.3736,5.02
127468,10127469,1986,91.0583,31.6732,4.9
127494,10127495,1986,91.1772,31.666,5.02
127539,10127540,1986,106.869,35.3843,3.98
127568,10127569,1986,103.295,30.2703,4.21
127736,10127737,1986,103.968,38.409,4.9
128184,10128185,1986,96.855,26.306,5.02
128260,10128261,1986,103.2062,43.2832,4.41
128261,10128262,1986,107.015,31.134,4.67
128289,10128290,1986,96.3907,15.0522,4.32
128326,10128327,1986,96.257,15.163,5.54
128331,10128332,1986,96.176,15.126,5.82
128341,10128342,1986,96.8772,15.3167,3.86
128400,10128401,1986,96.689,25.03,4.44
128417,10128418,1986,96.2491,13.392,4.3
128520,10128521,1986,105.6496,36.3915,4.52
128550,10128551,1986,101.441,27.471,4.9
128667,10128668,1986,91.5806,27.566,4.74
128821,10128822,1986,95.541,26.7495,5.6
128899,10128900,1986,94.161,23.738,5.46
128995,10128996,1986,93.6926,51.5518,4.52
129075,10129076,1986,93.075,15.033,4.32
129120,10129121,1986,93.3647,39.2622,4.19
129131,10129132,1986,100.8267,29.2892,5.35
129174,10129175,1986,93.671,51.499,4.74
129204,10129205,1986,101.199,27.3155,4.56
129218,10129219,1986,101.3377,27.4767,5.14
129234,10129235,1986,101.3152,27.6335,5.45
129242,10129243,1986,101.1813,27.4326,4.09
129244,10129245,1986,101.22,27.2794,4.67
129338,10129339,1986,94.2242,22.6686,4.56
129340,10129341,1986,94.1147,22.5999,4.56
129431,10129432,1986,91.671,34.473,6.4
129433,10129434,1986,91.6708,34.5687,4.9
129434,10129435,1986,91.793,34.4863,4.3
129470,10129471,1986,91.7706,34.5762,5.57
129542,10129543,1986,101.582,37.725,5.95
129543,10129544,1986,101.6135,37.6854,6.06
129544,10129545,1986,101.6809,37.7233,5.14
129560,10129561,1986,101.7311,37.7342,4.32
129573,10129574,1986,101.6267,37.6195,4.56
129576,10129577,1986,101.6882,37.8913,4.21
129582,10129583,1986,94.919,33.5233,3.51
129666,10129667,1986,96.3692,25.8877,4.09
129741,10129742,1986,92.145,25.3757,5.14
129783,10129784,1986,91.7988,34.5044,5.14
129855,10129856,1986,98.7677,24.6467,4.44
129879,10129880,1986,101.6576,37.7418,5.48
129881,10129882,1986,101.6996,37.78,5.48
129882,10129883,1986,101.7579,37.8869,4.44
129902,10129903,1986,98.0296,19.9771,4.44
129951,10129952,1986,93.3873,13.0217,5.14
130070,10130071,1986,91.7343,34.514,5.02
130113,10130114,1986,94.0217,23.4093,4.56
130234,10130235,1986,102.402,25.439,5.14
