,eventID,year,longitude,latitude,magnitude
453258,10453259,2009,89.7447,24.2101,3.54
453264,10453265,2009,104.7205,32.0406,4.56
453277,10453278,2009,95.0228,27.0542,3.54
453285,10453286,2009,104.4542,32.0828,4.09
453293,10453294,2009,104.5109,32.0861,4.53
453306,10453307,2009,92.7897,27.7527,4.59
453314,10453315,2009,105.3911,26.1715,3.44
453345,10453346,2009,105.0937,32.2536,3.76
453358,10453359,2009,95.0185,25.5331,3.65
453405,10453406,2009,97.7919,50.1932,4.16
453498,10453499,2009,98.0591,25.1747,4.09
453500,10453501,2009,97.843,24.9462,3.65
453509,10453510,2009,103.7608,31.0851,3.76
453537,10453538,2009,104.4166,31.675,3.33
453596,10453597,2009,105.4441,32.475,3.54
453606,10453607,2009,103.4005,31.1801,4.85
453611,10453612,2009,103.3001,31.1832,3.76
453692,10453693,2009,94.7885,19.879,4.44
453760,10453761,2009,104.1357,26.8389,4.65
453793,10453794,2009,104.3031,31.6536,3.54
453796,10453797,2009,103.8689,25.6629,3.76
453804,10453805,2009,102.1337,28.8305,4.44
453833,10453834,2009,104.5271,31.8996,4.19
453834,10453835,2009,102.5322,30.9124,3.33
453838,10453839,2009,100.7988,27.8595,3.54
453847,10453848,2009,110.2481,38.6704,3.76
453859,10453860,2009,98.2545,25.1316,3.98
453905,10453906,2009,101.3355,22.1576,4.46
453949,10453950,2009,104.328,31.8236,4.09
453957,10453958,2009,96.063,15.6006,4.99
453994,10453995,2009,105.2311,32.1838,3.65
454102,10454103,2009,105.5316,29.4541,3.76
454116,10454117,2009,93.5617,32.8494,3.33
454122,10454123,2009,88.2464,49.9447,3.76
454263,10454264,2009,97.7151,84.9419,4.09
454271,10454272,2009,102.4575,27.0562,3.98
454280,10454281,2009,105.1423,32.4043,3.44
454289,10454290,2009,96.7581,30.2027,3.54
454299,10454300,2009,92.8541,13.6836,5.17
454302,10454303,2009,105.2902,32.968,3.87
454309,10454310,2009,88.2484,23.8094,3.44
454343,10454344,2009,105.2213,32.3237,3.44
454347,10454348,2009,93.7965,23.3153,4.56
454352,10454353,2009,104.0292,31.7386,3.87
454404,10454405,2009,103.9626,31.2758,3.76
454408,10454409,2009,90.7836,25.6924,3.98
454415,10454416,2009,95.9429,15.7243,4.71
454416,10454417,2009,96.0602,15.6884,4.19
454422,10454423,2009,105.3513,32.4007,4.53
454424,10454425,2009,92.7544,12.3917,3.76
454447,10454448,2009,90.4495,29.73,4.09
454457,10454458,2009,104.4586,31.7383,3.98
454482,10454483,2009,104.14,31.682,3.65
454484,10454485,2009,104.9668,31.8874,3.87
454531,10454532,2009,91.6523,29.6506,4.41
454549,10454550,2009,104.9358,32.3966,4.19
454595,10454596,2009,105.3915,32.2319,3.22
454627,10454628,2009,94.4704,24.1348,4.46
454631,10454632,2009,90.7991,54.008,3.44
454677,10454678,2009,103.2663,30.8592,4.59
454700,10454701,2009,103.8519,31.1402,3.44
454704,10454705,2009,93.9088,12.0146,3.76
454705,10454706,2009,103.9374,31.3212,4.4
454716,10454717,2009,91.5132,24.0668,3.76
454761,10454762,2009,94.739,24.5928,3.44
454766,10454767,2009,97.74,26.1612,3.33
454784,10454785,2009,103.9066,24.3061,3.65
454794,10454795,2009,95.975,15.6631,4.65
454986,10454987,2009,99.6178,35.7591,3.44
455040,10455041,2009,96.3676,17.3467,3.87
455194,10455195,2009,103.8284,28.9601,3.65
455229,10455230,2009,96.747,25.5621,3.76
455254,10455255,2009,90.1915,25.8465,4.4
455258,10455259,2009,105.1262,29.3285,4.09
455291,10455292,2009,103.8759,31.2214,3.87
455319,10455320,2009,101.1515,51.9439,3.76
455351,10455352,2009,88.3447,33.1521,4.53
455387,10455388,2009,88.3737,33.1736,3.65
455424,10455425,2009,104.7752,31.8206,3.54
455453,10455454,2009,88.5447,33.2213,3.76
455458,10455459,2009,103.488,31.1345,3.44
455462,10455463,2009,103.4548,31.0756,3.33
455473,10455474,2009,104.381,31.8862,4.41
455482,10455483,2009,104.8095,32.1929,4.21
455519,10455520,2009,88.5316,41.9532,3.65
455541,10455542,2009,94.571,22.7275,4.09
455549,10455550,2009,103.6643,30.8924,3.54
455562,10455563,2009,92.0305,33.0994,3.76
455632,10455633,2009,110.2799,39.104,3.54
455648,10455649,2009,98.989,25.5887,3.87
455694,10455695,2009,100.995,22.9051,3.65
455704,10455705,2009,104.4953,31.8311,4.67
455706,10455707,2009,101.9447,24.7691,3.44
455714,10455715,2009,94.5561,25.8749,4.59
455716,10455717,2009,104.6069,31.9766,3.33
455761,10455762,2009,92.7169,23.2301,4.59
455783,10455784,2009,105.2003,32.4211,3.44
455796,10455797,2009,92.3439,13.1066,4.44
455822,10455823,2009,89.0911,20.464,4.65
455839,10455840,2009,92.3119,27.3686,3.87
455855,10455856,2009,93.9514,20.496,3.54
455862,10455863,2009,104.0797,26.9177,4.4
455897,10455898,2009,101.3435,32.4463,3.33
455900,10455901,2009,101.9938,32.5385,3.54
455908,10455909,2009,104.1757,26.8497,4.28
455963,10455964,2009,93.9226,28.2515,4.09
455968,10455969,2009,96.0175,15.582,4.96
455969,10455970,2009,95.9945,15.6914,4.71
456001,10456002,2009,95.1074,24.8174,4.79
456030,10456031,2009,104.9727,31.7773,4.77
456046,10456047,2009,101.5011,45.5109,4.9
456063,10456064,2009,101.2209,27.3464,3.54
456067,10456068,2009,96.0627,37.7182,3.87
456105,10456106,2009,95.9834,15.5755,5.1
456115,10456116,2009,95.939,15.5926,4.77
456154,10456155,2009,95.9941,15.6508,4.67
456155,10456156,2009,94.6002,24.319,3.33
456162,10456163,2009,94.4838,23.1149,3.54
456174,10456175,2009,98.0211,24.8978,3.76
456181,10456182,2009,104.2213,31.4393,3.87
456184,10456185,2009,104.0744,31.313,3.54
456187,10456188,2009,104.1689,22.9172,3.54
456189,10456190,2009,105.4971,32.4962,4.19
456206,10456207,2009,96.8707,26.4493,3.54
456222,10456223,2009,96.0327,37.7362,3.87
456252,10456253,2009,103.9346,31.3475,3.44
456254,10456255,2009,105.0687,32.2119,4.67
456297,10456298,2009,93.3463,23.7393,3.54
456306,10456307,2009,92.0537,27.8049,3.98
456374,10456375,2009,104.4358,32.2758,3.76
456384,10456385,2009,103.5884,28.6804,3.87
456387,10456388,2009,105.1421,32.1962,4.09
456392,10456393,2009,105.0747,32.3456,4.71
456399,10456400,2009,105.0622,32.4548,4.32
456403,10456404,2009,105.0998,28.7261,4.09
456409,10456410,2009,95.9239,23.0201,3.65
456411,10456412,2009,105.1563,28.4382,3.54
456478,10456479,2009,94.575,23.5996,3.76
456526,10456527,2009,111.6923,53.792,3.76
456537,10456538,2009,92.7042,12.1964,3.87
456567,10456568,2009,104.3517,31.6632,3.87
456569,10456570,2009,105.4421,32.4685,3.87
456604,10456605,2009,108.7055,53.6429,4.32
456690,10456691,2009,105.1016,32.15,4.46
456752,10456753,2009,88.7354,52.1883,3.65
456890,10456891,2009,104.1217,26.9179,4.96
456920,10456921,2009,106.7771,47.4119,4.09
456967,10456968,2009,88.4314,41.2459,3.76
456988,10456989,2009,104.0504,31.7421,3.65
456992,10456993,2009,93.1205,54.9605,4.59
457006,10457007,2009,106.989,52.8409,3.65
457046,10457047,2009,90.7527,35.2909,3.76
457049,10457050,2009,110.1447,39.0809,3.76
457088,10457089,2009,105.2923,32.4632,3.44
457089,10457090,2009,107.3685,43.9665,4.46
457122,10457123,2009,102.6437,22.1284,3.65
457125,10457126,2009,93.4306,22.6545,3.76
457203,10457204,2009,93.1603,13.0889,4.34
457208,10457209,2009,91.491,38.5324,3.54
457213,10457214,2009,94.1315,23.5166,4.3
457281,10457282,2009,96.0948,24.6639,3.65
457305,10457306,2009,104.1184,31.5225,3.98
457385,10457386,2009,94.0004,23.8038,3.44
457395,10457396,2009,105.2059,32.3103,3.76
457458,10457459,2009,99.42,26.335,4.32
457496,10457497,2009,101.6077,23.1787,4.77
457531,10457532,2009,104.1923,31.8184,4.77
457591,10457592,2009,93.1519,34.3358,3.98
457620,10457621,2009,95.9403,23.8245,3.87
457624,10457625,2009,92.6786,27.6435,3.54
457696,10457697,2009,93.7963,51.364,3.65
457710,10457711,2009,105.2647,32.3062,3.76
457735,10457736,2009,103.5409,31.348,3.65
457775,10457776,2009,92.4917,35.6253,4.77
457779,10457780,2009,103.5425,31.1179,3.44
457808,10457809,2009,93.5824,33.1798,4.34
457846,10457847,2009,90.9891,25.9479,3.87
457870,10457871,2009,94.0204,21.3289,3.65
457913,10457914,2009,91.4693,26.0189,3.76
457916,10457917,2009,104.1378,31.2397,3.76
457983,10457984,2009,99.7755,25.9848,4.71
457990,10457991,2009,99.717,25.9377,4.4
458014,10458015,2009,91.6587,21.5421,4.34
458035,10458036,2009,90.9303,33.2923,3.76
458038,10458039,2009,103.7405,31.2702,3.44
458069,10458070,2009,95.1589,29.6097,3.65
458134,10458135,2009,105.3204,32.3888,3.87
458167,10458168,2009,107.4468,53.348,3.54
458191,10458192,2009,88.8577,50.0406,4.19
458197,10458198,2009,95.0257,25.3077,4.67
458265,10458266,2009,91.4965,25.5917,4.09
458287,10458288,2009,95.1743,12.4222,4.79
458346,10458347,2009,104.6745,32.0548,3.76
458405,10458406,2009,104.1811,31.5186,3.87
458505,10458506,2009,105.1191,32.4037,3.87
458515,10458516,2009,103.9805,31.2573,3.65
458518,10458519,2009,105.3049,32.4581,3.87
458562,10458563,2009,91.4484,26.077,4.44
458608,10458609,2009,95.0767,24.6247,3.65
458720,10458721,2009,94.3797,22.9141,4.32
458744,10458745,2009,104.3172,31.6607,4.09
458753,10458754,2009,104.9534,32.2029,4.28
458870,10458871,2009,88.202,43.9501,3.65
458926,10458927,2009,94.6558,23.4455,4.79
458930,10458931,2009,95.3056,39.4931,3.54
458968,10458969,2009,110.0935,38.7718,4.96
459002,10459003,2009,105.384,32.413,4.09
459061,10459062,2009,94.284,21.5114,3.76
459078,10459079,2009,100.5172,28.7024,4.46
459140,10459141,2009,105.2987,32.5584,3.87
459157,10459158,2009,94.5678,20.1361,4.19
459184,10459185,2009,103.5723,29.6083,3.87
459192,10459193,2009,104.3212,31.8851,3.87
459238,10459239,2009,93.2107,33.243,4.4
459283,10459284,2009,91.1807,31.7248,3.87
459285,10459286,2009,104.8523,32.2067,4.65
459304,10459305,2009,95.2971,31.9403,4.28
459321,10459322,2009,94.8822,24.6489,4.3
459330,10459331,2009,94.3721,24.5151,4.79
459331,10459332,2009,108.8819,54.1255,3.65
459332,10459333,2009,104.3851,31.6115,4.09
459383,10459384,2009,94.1837,22.5035,3.87
459514,10459515,2009,96.5357,25.3024,4.21
459521,10459522,2009,103.4072,31.2514,4.41
459528,10459529,2009,91.4669,35.2127,4.83
459568,10459569,2009,92.0874,39.166,3.87
459581,10459582,2009,99.7742,28.1385,3.98
459612,10459613,2009,104.9475,29.2613,4.28
459633,10459634,2009,100.8753,20.4338,4.46
459641,10459642,2009,99.7251,28.0885,4.09
459648,10459649,2009,102.2157,21.5915,4.53
459658,10459659,2009,105.1647,32.4264,3.44
459671,10459672,2009,92.4925,27.5467,3.87
459691,10459692,2009,89.2059,37.7158,3.76
459738,10459739,2009,95.0148,24.8434,3.76
459860,10459861,2009,93.9675,23.2983,3.22
459865,10459866,2009,101.7449,21.2342,3.54
459894,10459895,2009,106.3604,37.5439,3.98
459902,10459903,2009,93.1433,34.3873,4.65
460008,10460009,2009,92.783,13.1173,4.09
460059,10460060,2009,89.8004,26.41,3.76
460064,10460065,2009,88.1821,29.9123,4.09
460069,10460070,2009,99.9529,25.5849,3.87
460070,10460071,2009,100.0587,25.6641,3.98
460078,10460079,2009,99.9346,24.9862,3.54
460135,10460136,2009,103.5838,31.1882,3.87
460154,10460155,2009,90.5685,29.5804,3.87
460172,10460173,2009,93.1518,23.3893,4.32
460175,10460176,2009,93.842,23.2245,4.56
460241,10460242,2009,102.6361,43.7214,4.22
460283,10460284,2009,94.3764,22.5385,4.41
460323,10460324,2009,91.7487,39.0903,4.89
460408,10460409,2009,89.0913,33.9524,4.53
460445,10460446,2009,104.6812,32.175,4.09
460474,10460475,2009,111.1906,55.4787,4.8
460495,10460496,2009,93.2157,13.0733,4.65
460498,10460499,2009,104.3245,31.5017,3.76
460505,10460506,2009,105.1646,32.2454,3.65
460543,10460544,2009,92.8146,14.0274,3.98
460651,10460652,2009,104.7613,32.251,3.65
460710,10460711,2009,104.9219,32.2208,4.3
460755,10460756,2009,99.9227,36.5237,4.3
460770,10460771,2009,92.3458,33.1574,3.65
460808,10460809,2009,94.254,24.7739,3.44
460893,10460894,2009,101.1372,23.0365,3.98
460905,10460906,2009,101.0053,22.8836,4.4
460908,10460909,2009,88.3575,44.1089,4.19
460915,10460916,2009,90.0772,35.9836,4.9
460936,10460937,2009,95.4632,33.6928,3.76
460958,10460959,2009,93.3445,25.735,4.22
460983,10460984,2009,94.9507,12.1416,4.65
460986,10460987,2009,94.945,12.0923,5.2
461039,10461040,2009,104.4785,43.0449,3.98
461070,10461071,2009,94.0229,22.7791,3.76
461121,10461122,2009,106.5461,38.1363,3.76
461122,10461123,2009,104.6782,31.7456,3.44
461123,10461124,2009,90.5739,23.4371,3.87
461171,10461172,2009,97.9694,25.0755,3.87
461207,10461208,2009,104.9032,32.4641,3.87
461218,10461219,2009,103.6876,34.0808,3.76
461251,10461252,2009,104.2114,31.4899,4.19
461253,10461254,2009,102.765,31.3713,3.76
461279,10461280,2009,104.0499,31.404,5.3
461280,10461281,2009,104.2232,31.4495,4.09
461281,10461282,2009,104.2093,31.4091,4.79
461285,10461286,2009,93.1398,24.2161,3.65
461301,10461302,2009,104.1053,31.4396,4.53
461303,10461304,2009,104.1386,31.3438,3.87
461306,10461307,2009,104.1779,31.433,4.9
461420,10461421,2009,105.251,32.3636,4.09
461536,10461537,2009,105.015,32.2961,3.76
461547,10461548,2009,103.6498,31.3206,3.65
461593,10461594,2009,94.0128,23.4439,4.3
461608,10461609,2009,97.7964,50.9922,4.4
461611,10461612,2009,105.6302,29.4483,4.19
461612,10461613,2009,93.1297,22.5341,3.65
461623,10461624,2009,91.7811,39.1839,3.65
461624,10461625,2009,95.8968,37.7251,3.98
461625,10461626,2009,92.8742,43.3806,3.98
461641,10461642,2009,93.95,24.1884,4.09
461666,10461667,2009,90.3031,25.8258,3.87
461688,10461689,2009,90.3243,35.8728,4.34
461760,10461761,2009,110.6837,39.1561,3.87
461782,10461783,2009,101.135,25.734,5.74
461783,10461784,2009,101.8842,25.8368,3.54
461784,10461785,2009,100.9057,25.4943,3.87
461785,10461786,2009,101.0729,25.6545,4.3
461789,10461790,2009,101.3421,25.914,3.54
461805,10461806,2009,101.1837,25.6768,3.87
461828,10461829,2009,101.0455,25.6347,5.2
461834,10461835,2009,101.0069,25.6102,4.83
461882,10461883,2009,93.9848,22.3642,4.4
461942,10461943,2009,101.0976,25.6926,4.9
461945,10461946,2009,100.9451,25.2786,3.33
461982,10461983,2009,89.5271,26.2701,3.44
462162,10462163,2009,101.3858,38.9607,4.65
462185,10462186,2009,103.8629,31.1468,3.87
462247,10462248,2009,104.1116,31.3571,4.77
462328,10462329,2009,93.7847,23.1589,4.19
462356,10462357,2009,92.0555,27.6748,4.09
462359,10462360,2009,104.0272,31.6003,4.09
462390,10462391,2009,94.4573,22.347,3.54
462397,10462398,2009,93.5263,38.5172,4.22
462404,10462405,2009,94.1869,22.49,4.09
462435,10462436,2009,97.9163,24.6923,3.76
462463,10462464,2009,93.5472,19.8275,4.09
462480,10462481,2009,93.6138,24.0531,3.44
462523,10462524,2009,97.0759,27.128,3.44
462580,10462581,2009,106.8645,52.6006,4.22
462677,10462678,2009,94.965,25.3704,3.65
462720,10462721,2009,92.4807,12.329,4.65
462731,10462732,2009,104.1106,31.3969,4.56
462783,10462784,2009,104.0314,31.38,3.76
462797,10462798,2009,96.6543,25.2821,4.22
462858,10462859,2009,104.1116,31.7587,4.71
462923,10462924,2009,92.0761,12.2226,3.76
462955,10462956,2009,104.2623,31.7942,4.19
462975,10462976,2009,103.6866,31.2568,3.65
462987,10462988,2009,92.4482,22.7116,4.09
462996,10462997,2009,103.8481,31.0916,4.32
463022,10463023,2009,96.8019,50.7626,5.3
463041,10463042,2009,93.3726,22.4817,4.79
463077,10463078,2009,110.4527,55.3747,3.65
463152,10463153,2009,94.3534,28.6236,3.87
463186,10463187,2009,105.5113,29.2734,4.53
463279,10463280,2009,92.872,14.07,7.47
463281,10463282,2009,93.1222,14.0265,4.84
463285,10463286,2009,93.0199,14.3298,4.79
463287,10463288,2009,92.9753,13.9543,4.09
463288,10463289,2009,92.9151,14.4241,3.98
463289,10463290,2009,92.9468,14.4933,3.54
463290,10463291,2009,93.0015,14.1247,3.65
463292,10463293,2009,93.0797,14.1251,4.21
463293,10463294,2009,92.9078,14.0217,4.09
463294,10463295,2009,93.4558,13.6242,3.76
463295,10463296,2009,93.0283,13.9458,4.21
463296,10463297,2009,92.7793,14.2037,4.09
463298,10463299,2009,92.9217,14.0322,4.96
463299,10463300,2009,93.1078,14.0345,4.21
463300,10463301,2009,93.0885,13.2111,4.3
463306,10463307,2009,93.0787,14.3565,4.53
463308,10463309,2009,100.9339,25.5098,4.46
463309,10463310,2009,92.9835,13.9598,4.83
463311,10463312,2009,93.0658,13.9649,3.98
463312,10463313,2009,93.0543,15.0271,3.87
463315,10463316,2009,92.9825,14.0709,4.71
463317,10463318,2009,92.9426,14.3596,4.71
463319,10463320,2009,93.1369,14.0154,4.65
463321,10463322,2009,103.7665,29.0342,4.44
463322,10463323,2009,93.0357,14.0579,4.71
463328,10463329,2009,93.1436,14.2908,4.67
463334,10463335,2009,93.2794,14.2297,4.09
463337,10463338,2009,92.9875,13.9053,4.59
463342,10463343,2009,92.9884,13.8595,4.3
463351,10463352,2009,101.0338,25.5204,4.56
463352,10463353,2009,94.7243,24.3067,5.5
463353,10463354,2009,93.1626,13.9091,4.32
463356,10463357,2009,93.2107,14.0985,4.59
463360,10463361,2009,92.971,14.4157,4.46
463367,10463368,2009,93.1283,14.0102,4.53
463372,10463373,2009,93.1153,14.0756,3.98
463377,10463378,2009,93.7995,13.6426,4.09
463382,10463383,2009,92.7674,14.2054,3.76
463392,10463393,2009,93.127,14.1478,4.46
463403,10463404,2009,92.7034,14.3035,4.3
463410,10463411,2009,93.7088,24.2196,3.54
463411,10463412,2009,92.9487,14.0526,4.09
463416,10463417,2009,93.1278,13.9464,3.98
463418,10463419,2009,93.0697,14.2394,5.14
463419,10463420,2009,93.1541,13.9979,4.09
463421,10463422,2009,92.8468,14.2153,4.09
463434,10463435,2009,88.8703,33.9193,4.53
463441,10463442,2009,92.851,14.091,5.86
463462,10463463,2009,93.0954,14.2176,4.89
463465,10463466,2009,92.5694,14.009,3.76
463467,10463468,2009,92.8056,14.3245,3.65
463480,10463481,2009,93.2749,14.1556,3.98
463484,10463485,2009,93.0009,13.9803,4.77
463493,10463494,2009,93.0235,14.008,4.4
463511,10463512,2009,92.8144,13.9157,4.32
463524,10463525,2009,92.953,14.1215,3.98
463526,10463527,2009,92.9966,13.9883,5.0
463544,10463545,2009,93.0177,14.3364,4.46
463559,10463560,2009,92.8154,14.6529,4.83
463589,10463590,2009,105.3293,32.3119,3.65
463630,10463631,2009,93.1324,14.1374,4.19
463643,10463644,2009,100.8052,20.3959,3.98
463644,10463645,2009,88.3864,27.1537,3.54
463665,10463666,2009,93.0377,13.9986,4.09
463722,10463723,2009,92.8335,14.44,3.65
463732,10463733,2009,94.2343,27.955,3.65
463734,10463735,2009,93.184,14.1712,3.54
463736,10463737,2009,92.9979,14.0156,4.71
463763,10463764,2009,92.8069,14.0416,4.71
463777,10463778,2009,108.1781,53.2099,3.76
463813,10463814,2009,92.9904,14.4001,3.65
463816,10463817,2009,92.7923,14.2253,4.21
463852,10463853,2009,92.4463,26.5143,4.71
463858,10463859,2009,94.4121,37.578,4.65
463862,10463863,2009,94.1786,37.3578,3.76
463863,10463864,2009,93.6299,23.2915,3.98
463864,10463865,2009,94.162,37.4076,3.87
463869,10463870,2009,93.169,14.1954,4.09
463895,10463896,2009,88.8508,51.5381,4.71
463948,10463949,2009,93.1286,14.2314,4.44
463951,10463952,2009,93.0167,14.0517,4.83
463968,10463969,2009,93.5837,12.2537,3.65
464040,10464041,2009,103.7327,31.1797,3.65
464096,10464097,2009,93.0191,14.2951,3.65
464130,10464131,2009,93.0183,14.2099,4.21
464131,10464132,2009,93.2178,14.1971,4.44
464159,10464160,2009,103.2099,30.4408,3.87
464164,10464165,2009,93.1001,14.0469,4.77
464221,10464222,2009,94.841,24.5947,3.54
464222,10464223,2009,104.3137,32.0894,3.76
464249,10464250,2009,93.0582,14.2391,4.71
464259,10464260,2009,93.0524,14.3675,4.4
464264,10464265,2009,95.753,37.65,6.26
464265,10464266,2009,95.726,37.692,5.68
464266,10464267,2009,95.8,37.679,5.62
464267,10464268,2009,95.7258,37.6145,4.67
464268,10464269,2009,95.89,37.6686,3.98
464269,10464270,2009,95.7025,37.6399,4.44
464271,10464272,2009,95.9762,37.8114,3.87
464272,10464273,2009,95.702,37.6072,4.32
464275,10464276,2009,95.6641,37.6891,4.56
464276,10464277,2009,95.6741,37.6675,4.77
464278,10464279,2009,95.5849,37.7301,4.67
464279,10464280,2009,95.5995,37.6527,4.44
464283,10464284,2009,95.6051,37.7604,3.98
464286,10464287,2009,95.7075,37.7481,4.09
464292,10464293,2009,95.8879,37.6727,4.09
464293,10464294,2009,95.7901,37.7223,4.53
464294,10464295,2009,95.6568,37.6263,4.09
464297,10464298,2009,95.9131,37.746,4.19
464300,10464301,2009,95.9608,37.7806,3.98
464302,10464303,2009,95.7481,37.6641,5.0
464309,10464310,2009,95.5544,37.7813,3.98
464316,10464317,2009,95.5683,37.7002,4.09
464356,10464357,2009,95.7683,37.7145,4.77
464358,10464359,2009,95.9648,37.7879,4.19
464364,10464365,2009,94.2211,18.4545,4.28
464367,10464368,2009,95.5703,37.6429,4.32
464375,10464376,2009,95.6787,37.749,4.19
464377,10464378,2009,93.0516,14.229,4.79
464399,10464400,2009,95.5245,37.6739,4.56
464400,10464401,2009,95.6027,37.686,5.4
464403,10464404,2009,104.4846,31.6233,3.76
464404,10464405,2009,95.0724,25.2379,5.3
464414,10464415,2009,95.6584,37.6432,3.98
464426,10464427,2009,95.5776,37.6774,4.09
464433,10464434,2009,95.898,37.665,5.77
464434,10464435,2009,95.8805,37.6102,4.67
464435,10464436,2009,92.8219,14.0983,5.26
464436,10464437,2009,95.748,37.5418,3.98
464437,10464438,2009,95.7797,37.8798,3.87
464438,10464439,2009,95.8683,37.5994,3.87
464440,10464441,2009,95.9072,37.693,4.41
464443,10464444,2009,95.8816,37.6742,4.09
464448,10464449,2009,95.7682,37.5734,4.22
464450,10464451,2009,95.9189,37.7062,5.14
464452,10464453,2009,95.9326,37.6768,4.8
464453,10464454,2009,95.888,37.493,4.09
464456,10464457,2009,95.8587,37.6531,4.77
464458,10464459,2009,95.7581,37.5944,4.19
464468,10464469,2009,93.1178,14.0544,3.87
464471,10464472,2009,95.5519,37.7326,4.59
464476,10464477,2009,92.7402,14.5605,3.98
464478,10464479,2009,95.7789,37.6803,4.09
464489,10464490,2009,95.8664,37.5284,3.87
464512,10464513,2009,95.5384,37.7775,4.28
464537,10464538,2009,95.7385,37.7438,3.76
464560,10464561,2009,92.9308,14.0988,4.09
464565,10464566,2009,95.9706,37.5687,3.87
464566,10464567,2009,106.2384,43.5155,4.53
464569,10464570,2009,96.1024,37.6401,3.98
464579,10464580,2009,95.7619,37.8411,4.09
464590,10464591,2009,94.681,24.36,5.9
464594,10464595,2009,92.7353,26.0946,3.76
464611,10464612,2009,93.1095,13.9631,4.4
464613,10464614,2009,93.1495,13.9876,4.32
464615,10464616,2009,95.6513,37.6092,4.46
464617,10464618,2009,95.8342,37.6295,4.09
464622,10464623,2009,95.5099,37.5867,3.76
464631,10464632,2009,103.6701,30.2376,3.87
464650,10464651,2009,93.6941,16.1669,4.67
464652,10464653,2009,95.5918,37.7072,3.65
464657,10464658,2009,93.1915,14.0222,4.32
464662,10464663,2009,95.7958,37.6653,4.46
464682,10464683,2009,92.8783,13.9504,4.65
464712,10464713,2009,92.8996,13.9333,4.19
464745,10464746,2009,103.6748,31.2197,3.87
464747,10464748,2009,90.5104,29.8182,3.98
464792,10464793,2009,93.1127,14.0011,4.53
464813,10464814,2009,93.0217,14.1051,4.52
464849,10464850,2009,95.6421,37.5716,3.98
464864,10464865,2009,99.0084,29.6977,3.98
464872,10464873,2009,95.837,37.6583,4.8
464892,10464893,2009,104.0248,27.6581,4.53
464930,10464931,2009,93.0714,14.3944,3.54
464941,10464942,2009,104.1412,31.3633,3.98
464944,10464945,2009,92.7247,14.4858,3.98
465058,10465059,2009,103.0296,26.0799,4.46
465059,10465060,2009,103.1598,26.04,3.76
465071,10465072,2009,104.3772,32.0306,3.65
465076,10465077,2009,103.6688,31.2259,3.76
465098,10465099,2009,95.7615,37.592,3.87
465111,10465112,2009,94.9339,24.5577,3.98
465140,10465141,2009,101.1796,25.647,3.65
465162,10465163,2009,95.8891,37.6846,4.77
465180,10465181,2009,96.9501,41.7214,4.89
465183,10465184,2009,92.9574,14.0587,4.3
465184,10465185,2009,95.5278,37.5915,5.14
465196,10465197,2009,95.5556,37.7123,5.33
465197,10465198,2009,95.5577,37.7003,5.26
465199,10465200,2009,95.5314,37.7362,3.98
465217,10465218,2009,94.8709,19.3446,4.09
465222,10465223,2009,94.5676,37.7452,3.98
465230,10465231,2009,92.8847,14.0425,4.46
465234,10465235,2009,105.6047,32.7985,4.9
465241,10465242,2009,102.7464,30.5085,3.87
465284,10465285,2009,97.8348,24.9182,4.22
465287,10465288,2009,92.9293,13.7506,4.4
465311,10465312,2009,93.0796,14.2322,4.4
465314,10465315,2009,91.433,27.398,6.12
465315,10465316,2009,91.4904,27.2993,4.56
465320,10465321,2009,91.4457,27.4005,4.09
465326,10465327,2009,91.4453,27.4931,3.87
465329,10465330,2009,92.9272,14.0161,3.87
465334,10465335,2009,94.837,20.393,5.69
465349,10465350,2009,95.4669,39.6734,4.19
465353,10465354,2009,91.5053,27.3252,3.98
465370,10465371,2009,110.4825,39.0201,4.09
465378,10465379,2009,99.2382,24.4367,3.65
465387,10465388,2009,94.9407,24.9834,3.76
465390,10465391,2009,88.9575,26.581,3.54
465402,10465403,2009,95.5117,37.6173,4.28
465407,10465408,2009,104.2373,31.7894,4.09
465410,10465411,2009,93.8033,26.8895,3.54
465451,10465452,2009,105.4643,32.7806,3.87
465453,10465454,2009,105.2429,32.5483,3.87
465458,10465459,2009,90.0343,46.7584,4.65
465461,10465462,2009,97.9871,24.7841,4.34
465480,10465481,2009,103.6238,31.135,3.76
465483,10465484,2009,92.8323,14.3354,3.76
465497,10465498,2009,91.894,33.0766,4.19
465514,10465515,2009,97.9971,24.9588,3.76
465515,10465516,2009,91.6824,33.1448,3.98
465530,10465531,2009,88.8424,47.5537,4.59
465545,10465546,2009,92.5997,13.7696,3.76
465575,10465576,2009,96.5233,25.0212,4.09
465576,10465577,2009,104.9903,32.3209,4.19
465589,10465590,2009,98.3717,37.8279,3.98
465590,10465591,2009,95.8228,35.7816,4.8
465592,10465593,2009,96.3163,35.957,4.53
465616,10465617,2009,90.4514,32.5104,4.09
465636,10465637,2009,93.455,22.837,3.54
465693,10465694,2009,104.1818,31.8089,4.09
465810,10465811,2009,100.2421,25.9438,4.3
465830,10465831,2009,95.8748,37.5782,4.09
465863,10465864,2009,93.1522,14.0889,4.41
465883,10465884,2009,110.0403,38.5122,3.98
465950,10465951,2009,104.0802,31.2362,3.54
465989,10465990,2009,91.4603,27.3119,3.87
466010,10466011,2009,95.9386,39.5735,5.0
466026,10466027,2009,92.914,13.9401,4.77
466076,10466077,2009,92.9945,14.0862,4.41
